,0
2813,23
2814,38
2815,52
2816,46
2817,49
2818,-7
2819,33
2820,8
2821,-1
2822,61
2823,98
2824,143
2825,107
2826,51
2827,61
2828,38
2829,38
2830,10
2831,-46
2832,13
2833,41
2834,41
2835,59
2836,51
2837,38
2838,65
2839,33
2840,10
2841,55
2842,10
2843,51
2844,63
2845,99
2846,108
2847,88
2848,83
2849,18
2850,59
2851,36
2852,29
2853,18
2854,48
2855,16
2856,21
2857,50
2858,43
2859,43
2860,40
2861,39
2862,48
2863,99
2864,82
2865,80
2866,70
2867,35
2868,28
2869,9
2870,-4
2871,51
2872,66
2873,133
2874,117
2875,-19
2876,-23
2877,21
2878,97
2879,94
2880,76
2881,79
2882,35
2883,38
2884,99
2885,32
2886,1
2887,112
2888,128
2889,-7
2890,32
2891,94
2892,35
2893,-4
2894,108
2895,200
2896,86
2897,13
2898,160
2899,70
2900,29
2901,63
2902,124
2903,54
2904,4
2905,99
2906,81
2907,48
2908,46
2909,123
2910,34
2911,23
2912,94
2913,134
2914,27
2915,32
2916,100
2917,60
2918,9
2919,-8
2920,33
2921,3
2922,46
2923,204
2924,133
2925,28
2926,60
2927,102
2928,38
2929,7
2930,129
2931,53
2932,17
2933,82
2934,122
2935,30
2936,44
2937,126
2938,94
2939,-26
2940,15
2941,109
2942,10
2943,31
2944,129
2945,119
2946,71
2947,67
2948,140
2949,36
2950,47
2951,121
2952,67
2953,-12
2954,75
2955,107
2956,52
2957,-11
2958,118
2959,53
2960,-47
2961,55
2962,80
2963,44
2964,-40
2965,107
2966,4
2967,-7
2968,60
2969,44
2970,17
2971,21
2972,142
2973,79
2974,-16
2975,84
2976,61
2977,-22
2978,68
2979,89
2980,8
2981,6
2982,126
2983,8
2984,-3
2985,107
2986,77
2987,-20
2988,55
2989,66
2990,-15
2991,15
2992,86
2993,19
2994,33
2995,207
2996,114
2997,-16
2998,81
2999,95
3000,9
3001,62
3002,94
3003,4
3004,-41
3005,60
3006,13
3007,-62
3008,-31
3009,-43
3010,-14
3011,78
3012,34
3013,1
3014,-21
3015,54
3016,-18
3017,-48
3018,33
3019,-19
3020,-76
3021,85
3022,87
3023,-1
3024,38
3025,114
3026,-26
3027,-24
3028,59
3029,10
3030,-64
3031,15
3032,64
3033,-3
3034,-45
3035,69
3036,34
3037,-65
3038,6
3039,-6
3040,-71
3041,-52
3042,55
3043,21
3044,13
3045,116
3046,61
3047,-20
3048,-18
3049,55
3050,14
3051,19
3052,74
3053,17
3054,10
3055,65
3056,110
3057,8
3058,-31
3059,49
3060,9
3061,-61
3062,-14
3063,45
3064,-24
3065,-9
3066,-6
3067,11
3068,-27
3069,16
3070,58
3071,97
3072,12
3073,-17
3074,27
3075,13
3076,-60
3077,-6
3078,39
3079,-46
3080,-16
3081,5
3082,5
3083,11
3084,7
3085,74
3086,8
3087,-53
3088,22
3089,-43
3090,-48
3091,-51
3092,16
3093,118
3094,54
3095,42
3096,24
3097,41
3098,-8
3099,49
3100,3
3101,-68
3102,-34
3103,-10
3104,-22
3105,-35
3106,33
3107,56
3108,19
3109,11
3110,35
3111,36
3112,-36
3113,-41
3114,-8
3115,-31
3116,-68
3117,-44
3118,6
3119,-40
3120,-6
3121,66
3122,65
3123,3
3124,-9
3125,-37
3126,-110
3127,-46
3128,-10
3129,-47
3130,-61
3131,40
3132,14
3133,14
3134,-7
3135,-9
3136,-11
3137,-44
3138,-77
3139,-49
3140,-97
3141,-41
3142,-15
3143,109
3144,59
3145,39
3146,9
3147,-18
3148,-10
3149,1
3150,2
3151,-39
3152,-9
3153,-7
3154,-18
3155,-3
3156,10
3157,18
3158,-15
3159,2
3160,-8
3161,17
3162,-1
3163,8
3164,-34
3165,-17
3166,-54
3167,-81
3168,-50
3169,-5
3170,34
3171,39
3172,25
3173,17
3174,9
3175,-20
3176,-2
3177,-19
3178,-15
3179,-25
3180,-42
3181,-7
3182,14
3183,5
3184,-73
3185,-50
3186,-15
3187,-31
3188,-56
3189,-78
3190,-46
3191,-45
3192,4
3193,28
3194,5
3195,9
3196,40
3197,22
3198,30
3199,6
3200,-28
3201,7
3202,-7
3203,-12
3204,-45
3205,-44
3206,-30
3207,-19
3208,-44
3209,17
3210,-3
3211,19
3212,30
3213,12
3214,10
3215,-23
3216,-63
3217,-58
3218,-33
3219,-10
3220,-12
3221,50
3222,4
3223,0
3224,-24
3225,-23
3226,-2
3227,2
3228,-36
3229,-57
3230,-20
3231,-2
3232,-10
3233,6
3234,-17
3235,-44
3236,-24
3237,-30
3238,-74
3239,-107
3240,-39
3241,7
3242,67
3243,53
3244,17
3245,-5
3246,-18
3247,2
3248,-6
3249,-26
3250,8
3251,-13
3252,-36
3253,-32
3254,-58
3255,-34
3256,-30
3257,-16
3258,-15
3259,-4
3260,14
3261,46
3262,-13
3263,-4
3264,-27
3265,-33
3266,-25
3267,-42
3268,-32
3269,-6
3270,14
3271,20
3272,-83
3273,-79
3274,-53
3275,-29
3276,-46
3277,-39
3278,17
3279,-31
3280,8
3281,29
3282,-11
3283,-14
3284,2
3285,14
3286,-28
3287,-19
3288,-44
3289,-48
3290,-63
3291,1
3292,39
3293,50
3294,7
3295,-2
3296,-14
3297,-8
3298,-23
3299,-8
3300,-36
3301,-14
3302,-10
3303,-1
3304,-13
3305,2
3306,-19
3307,-36
3308,11
3309,0
3310,-7
3311,-7
3312,-45
3313,-6
3314,-22
3315,-45
3316,-63
3317,-80
3318,-54
3319,11
3320,9
3321,34
3322,-28
3323,-16
3324,-92
3325,-50
3326,-22
3327,-92
3328,-66
3329,-61
3330,-87
3331,-94
3332,-40
3333,-35
3334,-119
3335,-65
3336,-28
3337,-137
3338,-153
3339,-60
3340,-19
3341,-70
3342,-15
3343,52
3344,-51
3345,-102
3346,-79
3347,-4
3348,-98
3349,-72
3350,-57
3351,-66
3352,-137
3353,-60
3354,-19
3355,-105
3356,-121
3357,-16
3358,-28
3359,-101
3360,-53
3361,-17
3362,-78
3363,-92
3364,-54
3365,-1
3366,-148
3367,-65
3368,33
3369,-26
3370,-32
3371,-25
3372,2
3373,-122
3374,-88
3375,29
3376,-45
3377,-97
3378,-42
3379,33
3380,-39
3381,-67
3382,39
3383,-29
3384,-66
3385,10
3386,-6
3387,-96
3388,-114
3389,2
3390,-8
3391,-15
3392,43
3393,72
3394,-65
3395,-29
3396,44
3397,-8
3398,-63
3399,9
3400,34
3401,-39
3402,8
3403,51
3404,-9
3405,-106
3406,13
3407,28
3408,-62
3409,22
3410,47
3411,-28
3412,-78
3413,-1
3414,9
3415,-110
3416,-67
3417,37
3418,-67
3419,12
3420,43
3421,24
3422,-90
3423,1
3424,28
3425,-60
3426,-70
3427,24
3428,-18
3429,-20
3430,23
3431,46
3432,-11
3433,27
3434,34
3435,-79
3436,-23
3437,-7
3438,-114
3439,-4
3440,104
3441,1
3442,26
3443,80
3444,-46
3445,-47
3446,52
3447,-26
3448,-102
3449,-42
3450,-22
3451,-48
3452,14
3453,26
3454,-72
3455,-8
3456,22
3457,-49
3458,-39
3459,72
3460,-16
3461,-21
3462,-15
3463,-4
3464,-76
3465,-30
3466,-4
3467,-42
3468,41
3469,83
3470,4
3471,8
3472,23
3473,-41
3474,-20
3475,47
3476,-10
3477,-40
3478,21
3479,34
3480,-46
3481,16
3482,19
3483,-77
3484,-3
3485,50
3486,-133
3487,-56
3488,6
3489,-54
3490,-17
3491,93
3492,19
3493,-67
3494,20
3495,30
3496,10
3497,86
3498,50
3499,-49
3500,61
3501,37
3502,-76
3503,11
3504,-13
3505,-86
3506,23
3507,26
3508,-13
3509,64
3510,98
3511,15
3512,13
3513,36
3514,-54
3515,20
3516,-12
3517,-43
3518,71
3519,61
3520,15
3521,54
3522,64
3523,19
3524,75
3525,65
3526,-22
3527,30
3528,53
3529,-2
3530,11
3531,59
3532,15
3533,34
3534,11
3535,36
3536,-39
3537,6
3538,-5
3539,17
3540,163
3541,98
3542,49
3543,40
3544,42
3545,-32
3546,61
3547,37
3548,61
3549,43
3550,117
3551,26
3552,71
3553,27
3554,10
3555,-23
3556,27
3557,41
3558,-6
3559,102
3560,95
3561,-2
3562,43
3563,22
3564,-29
3565,39
3566,50
3567,16
3568,83
3569,80
3570,64
3571,24
3572,56
3573,4
3574,72
3575,54
3576,12
3577,27
3578,23
3579,19
3580,24
3581,-47
3582,15
3583,-25
3584,52
3585,8
3586,4
3587,35
3588,59
3589,98
3590,103
3591,83
3592,7
3593,13
3594,9
3595,1
3596,32
3597,35
3598,73
3599,34
3600,18
3601,38
3602,62
3603,23
3604,51
3605,29
3606,17
3607,29
3608,47
3609,23
3610,25
3611,47
3612,14
3613,19
3614,29
3615,-8
3616,34
3617,66
3618,77
3619,33
3620,44
3621,3
3622,35
3623,40
3624,33
3625,8
3626,7
3627,40
3628,51
3629,81
3630,62
3631,8
3632,7
3633,18
3634,-21
3635,1
3636,31
3637,-7
3638,29
3639,101
3640,104
3641,97
3642,49
3643,36
3644,58
3645,46
3646,37
3647,23
3648,-6
3649,-4
3650,25
3651,56
3652,36
3653,52
3654,25
3655,57
3656,59
3657,41
3658,49
3659,25
3660,39
3661,29
3662,-14
3663,-23
3664,-11
3665,37
3666,57
3667,106
3668,97
3669,21
3670,19
3671,40
3672,96
3673,62
3674,57
3675,27
3676,29
3677,12
3678,57
3679,18
3680,43
3681,58
3682,18
3683,54
3684,7
3685,0
3686,18
3687,45
3688,79
3689,110
3690,124
3691,85
3692,36
3693,29
3694,44
3695,28
3696,40
3697,11
3698,35
3699,36
3700,27
3701,42
3702,40
3703,39
3704,51
3705,71
3706,48
3707,56
3708,89
3709,23
3710,20
3711,61
3712,-5
3713,-83
3714,-58
3715,7
3716,90
3717,118
3718,94
3719,48
3720,44
3721,44
3722,66
3723,57
3724,46
3725,45
3726,49
3727,54
3728,63
3729,65
3730,54
3731,64
3732,13
3733,-18
3734,6
3735,-21
3736,13
3737,34
3738,63
3739,109
3740,51
3741,58
3742,-6
3743,24
3744,43
3745,66
3746,71
3747,21
3748,42
3749,75
3750,76
3751,7
3752,45
3753,52
3754,28
3755,63
3756,77
3757,14
3758,13
3759,37
3760,58
3761,55
3762,50
3763,33
3764,33
3765,99
3766,97
3767,87
3768,102
3769,80
3770,15
3771,43
3772,149
3773,82
3774,16
3775,92
3776,140
3777,71
3778,25
3779,143
3780,79
3781,-18
3782,71
3783,103
3784,19
3785,-31
3786,96
3787,144
3788,107
3789,130
3790,176
3791,76
3792,8
3793,101
3794,92
3795,41
3796,39
3797,127
3798,10
3799,-2
3800,93
3801,79
3802,-29
3803,37
3804,141
3805,72
3806,48
3807,147
3808,72
3809,-8
3810,74
3811,53
3812,-6
3813,-18
3814,135
3815,64
3816,60
3817,187
3818,107
3819,2
3820,52
3821,124
3822,34
3823,-18
3824,102
3825,101
3826,-11
3827,81
3828,113
3829,24
3830,42
3831,115
3832,65
3833,8
3834,84
3835,61
3836,-2
3837,77
3838,189
3839,101
3840,7
3841,138
3842,8
3843,-28
3844,83
3845,49
3846,-66
3847,-41
3848,126
3849,17
3850,16
3851,90
3852,-12
3853,16
3854,122
3855,14
3856,-13
3857,87
3858,-18
3859,-49
3860,30
3861,14
3862,-92
3863,45
3864,86
3865,12
3866,112
3867,149
3868,30
3869,2
3870,129
3871,66
3872,0
3873,85
3874,53
3875,-11
3876,47
3877,66
3878,8
3879,16
3880,84
3881,-43
3882,-7
3883,82
3884,-33
3885,-63
3886,110
3887,77
3888,22
3889,77
3890,-19
3891,-66
3892,21
3893,104
3894,31
3895,-11
3896,105
3897,57
3898,-44
3899,56
3900,31
3901,-15
3902,20
3903,91
3904,-17
3905,-11
3906,110
3907,2
3908,-19
3909,79
3910,47
3911,-68
3912,14
3913,30
3914,-12
3915,32
3916,114
3917,27
3918,-15
3919,54
3920,12
3921,-61
3922,34
3923,26
3924,-43
3925,-8
3926,46
3927,-19
3928,-60
3929,57
3930,28
3931,-70
3932,-14
3933,-16
3934,-62
3935,-87
3936,167
3937,122
3938,55
3939,103
3940,80
3941,-53
3942,-8
3943,120
3944,8
3945,-49
3946,-2
3947,-4
3948,-26
3949,-95
3950,-8
3951,-4
3952,-43
3953,-6
3954,43
3955,41
3956,-28
3957,1
3958,25
3959,-71
3960,-56
3961,-37
3962,-67
3963,-50
3964,34
3965,74
3966,34
3967,48
3968,45
3969,-5
3970,-13
3971,28
3972,-19
3973,-49
3974,-2
3975,-29
3976,-45
3977,-12
3978,25
3979,19
3980,-6
3981,23
3982,-5
3983,-51
3984,-53
3985,23
3986,18
3987,-15
3988,23
3989,8
3990,-59
3991,-40
3992,44
3993,63
3994,-4
3995,5
3996,16
3997,-19
3998,-76
3999,-24
4000,-41
4001,-39
4002,2
4003,45
4004,27
4005,-22
4006,38
4007,11
4008,-90
4009,-52
4010,-66
4011,-49
4012,-86
4013,20
4014,27
4015,34
4016,44
4017,23
4018,-3
4019,-10
4020,-13
4021,-54
4022,-41
4023,-77
4024,16
4025,-10
4026,-4
4027,5
4028,-4
4029,14
4030,-7
4031,-22
4032,-49
4033,-67
4034,-49
4035,-1
4036,43
4037,14
4038,1
4039,2
4040,-13
4041,5
4042,24
4043,-3
4044,-28
4045,-24
4046,-11
4047,-29
4048,-36
4049,-43
4050,-70
4051,-44
4052,-29
4053,16
4054,-13
4055,-24
4056,-28
4057,-14
4058,-21
4059,-57
4060,-35
4061,-53
4062,-48
4063,-33
4064,23
4065,-17
4066,5
4067,2
4068,6
4069,17
4070,14
4071,-35
4072,15
4073,-8
4074,-23
4075,14
4076,-29
4077,-12
4078,-34
4079,-29
4080,-58
4081,-66
4082,-61
4083,-28
4084,-26
4085,22
4086,50
4087,55
4088,7
4089,-21
4090,-3
4091,-20
4092,-22
4093,-17
4094,0
4095,-44
4096,-5
4097,-27
4098,-31
4099,7
4100,-30
4101,-16
4102,-14
4103,-17
4104,-49
4105,-21
4106,-4
4107,-35
4108,-61
4109,-82
4110,-108
4111,-114
4112,-89
4113,41
4114,56
4115,32
4116,11
4117,26
4118,15
4119,-37
4120,-20
4121,-73
4122,-51
4123,-62
4124,-33
4125,-34
4126,10
4127,-5
4128,-44
4129,-36
4130,-45
4131,-48
4132,-31
4133,-2
4134,32
4135,14
4136,49
4137,18
4138,-24
4139,-70
4140,-21
4141,-40
4142,-29
4143,-16
4144,-51
4145,1
4146,-35
4147,-26
4148,-44
4149,-29
4150,-12
4151,-38
4152,-3
4153,-14
4154,-33
4155,-47
4156,-55
4157,-40
4158,-60
4159,-27
4160,-33
4161,-61
4162,-27
4163,1
4164,20
4165,3
4166,-21
4167,-36
4168,-36
4169,-9
4170,10
4171,-31
4172,-50
4173,7
4174,-14
4175,-15
4176,-6
4177,-24
4178,10
4179,-6
4180,-43
4181,-56
4182,-19
4183,-44
4184,-34
4185,30
4186,29
4187,-46
4188,9
4189,-46
4190,-23
4191,-21
4192,-32
4193,-2
4194,-56
4195,-40
4196,-50
4197,-8
4198,-28
4199,-60
4200,-53
4201,-48
4202,-34
4203,17
4204,-3
4205,-34
4206,11
4207,-72
4208,-115
4209,-58
4210,-46
4211,-99
4212,1
4213,35
4214,-32
4215,-75
4216,-18
4217,-58
4218,-63
4219,-44
4220,-27
4221,-120
4222,-32
4223,-2
4224,-107
4225,-5
4226,36
4227,-35
4228,-61
4229,-23
4230,-85
4231,-105
4232,-64
4233,-53
4234,-50
4235,61
4236,35
4237,-95
4238,-38
4239,8
4240,-86
4241,-53
4242,-10
4243,-109
4244,-88
4245,48
4246,-21
4247,-73
4248,-30
4249,-6
4250,-75
4251,-33
4252,9
4253,-36
4254,-48
4255,10
4256,-25
4257,-97
4258,-11
4259,-8
4260,-88
4261,-47
4262,20
4263,-11
4264,-36
4265,5
4266,-26
4267,-91
4268,1
4269,30
4270,-106
4271,-45
4272,-26
4273,-55
4274,-64
4275,-2
4276,-10
4277,-126
4278,-76
4279,-24
4280,-142
4281,-100
4282,-25
4283,7
4284,-31
4285,73
4286,4
4287,-96
4288,-69
4289,59
4290,2
4291,-48
4292,33
4293,29
4294,-81
4295,23
4296,31
4297,-21
4298,-27
4299,84
4300,-45
4301,-18
4302,71
4303,-38
4304,-19
4305,17
4306,-59
4307,-81
4308,13
4309,-35
4310,-56
4311,26
4312,26
4313,-26
4314,-22
4315,21
4316,-89
4317,-18
4318,-14
4319,-96
4320,-35
4321,40
4322,-79
4323,-10
4324,87
4325,18
4326,-50
4327,20
4328,1
4329,-37
4330,-20
4331,-9
4332,-106
4333,59
4334,141
4335,45
4336,3
4337,34
4338,-3
4339,-84
4340,28
4341,43
4342,-55
4343,-1
4344,66
4345,-93
4346,-37
4347,33
4348,7
4349,-49
4350,26
4351,65
4352,-26
4353,54
4354,84
4355,-17
4356,-3
4357,29
4358,-12
4359,-39
4360,30
4361,49
4362,28
4363,64
4364,57
4365,-39
4366,17
4367,96
4368,-22
4369,-34
4370,49
4371,-5
4372,-12
4373,32
4374,64
4375,-64
4376,10
4377,57
4378,-49
4379,-87
4380,8
4381,-22
4382,-55
4383,96
4384,96
4385,11
4386,51
4387,74
4388,-5
4389,25
4390,60
4391,66
4392,-9
4393,24
4394,31
4395,-62
4396,-12
4397,35
4398,0
4399,9
4400,49
4401,62
4402,23
4403,66
4404,61
4405,-39
4406,-71
4407,-4
4408,-64
4409,-3
4410,50
4411,77
4412,69
4413,86
4414,83
4415,30
4416,28
4417,37
4418,5
4419,-67
4420,-96
4421,52
4422,63
4423,-12
4424,103
4425,58
4426,23
4427,94
4428,29
4429,-57
4430,2
4431,23
4432,-22
4433,76
4434,93
4435,40
4436,21
4437,97
4438,57
4439,58
4440,94
4441,91
4442,0
4443,49
4444,44
4445,-19
4446,26
4447,20
4448,1
4449,21
4450,112
4451,122
4452,34
4453,48
4454,74
4455,-21
4456,-5
4457,-37
4458,-27
4459,25
4460,72
4461,77
4462,91
4463,39
4464,47
4465,93
4466,62
4467,14
4468,54
4469,28
4470,-21
4471,0
4472,54
4473,58
4474,40
4475,66
4476,38
4477,27
4478,-1
4479,-32
4480,-24
4481,29
4482,71
4483,97
4484,65
4485,51
4486,74
4487,53
4488,77
4489,62
4490,42
4491,29
4492,22
4493,10
4494,12
4495,13
4496,11
4497,28
4498,18
4499,49
4500,41
4501,52
4502,68
4503,54
4504,15
4505,48
4506,-24
4507,-88
4508,-29
4509,14
4510,106
4511,65
4512,69
4513,24
4514,78
4515,50
4516,55
4517,100
4518,46
4519,25
4520,32
4521,62
4522,32
4523,45
4524,43
4525,-10
4526,-2
4527,0
4528,-1
4529,36
4530,29
4531,72
4532,107
4533,123
4534,93
4535,63
4536,-3
4537,96
4538,52
4539,11
4540,-3
4541,2
4542,2
4543,66
4544,16
4545,52
4546,40
4547,67
4548,57
4549,59
4550,27
4551,-25
4552,58
4553,36
4554,0
4555,19
4556,-17
4557,-19
4558,43
4559,69
4560,128
4561,102
4562,83
4563,49
4564,41
4565,32
4566,73
4567,28
4568,15
4569,33
4570,22
4571,75
4572,24
4573,31
4574,25
4575,30
4576,18
4577,15
4578,-12
4579,12
4580,23
4581,91
4582,117
4583,96
4584,54
4585,49
4586,58
4587,26
4588,30
4589,25
4590,4
4591,47
4592,15
4593,56
4594,5
4595,0
4596,-4
4597,55
4598,91
4599,81
4600,55
4601,83
4602,72
4603,53
4604,17
4605,20
4606,-12
4607,23
4608,34
4609,70
4610,74
4611,47
4612,52
4613,49
4614,-3
4615,15
4616,48
4617,48
4618,18
4619,62
4620,19
4621,39
4622,75
4623,54
4624,74
4625,46
4626,26
4627,7
4628,36
4629,2
4630,50
4631,83
4632,114
4633,89
4634,72
4635,20
4636,54
4637,60
4638,29
4639,-2
4640,9
4641,42
4642,67
4643,30
4644,58
4645,29
4646,3
4647,44
4648,78
4649,27
4650,33
4651,149
4652,83
4653,-15
4654,81
4655,104
4656,-26
4657,90
4658,132
4659,68
4660,55
4661,189
4662,74
4663,9
4664,101
4665,98
4666,26
4667,71
4668,115
4669,-4
4670,32
4671,153
4672,73
4673,-21
4674,90
4675,96
4676,-30
4677,14
4678,81
4679,17
4680,-9
4681,154
4682,118
4683,-90
4684,8
4685,104
4686,41
4687,55
4688,102
4689,32
4690,-22
4691,100
4692,88
4693,-9
4694,52
4695,88
4696,-25
4697,13
4698,127
4699,59
4700,11
4701,127
4702,58
4703,2
4704,-13
4705,32
4706,47
4707,-28
4708,77
4709,139
4710,72
4711,24
4712,131
4713,61
4714,-11
4715,53
4716,89
4717,12
4718,-24
4719,126
4720,69
4721,9
4722,87
4723,123
4724,47
4725,-28
4726,97
4727,-36
4728,-114
4729,60
4730,188
4731,86
4732,75
4733,141
4734,80
4735,3
4736,53
4737,130
4738,27
4739,-9
4740,106
4741,82
4742,-9
4743,27
4744,86
4745,-10
4746,-27
4747,21
4748,44
4749,-35
4750,45
4751,140
4752,-6
4753,-32
4754,83
4755,25
4756,-27
4757,56
4758,163
4759,98
4760,26
4761,177
4762,46
4763,-14
4764,80
4765,85
4766,35
4767,-21
4768,53
4769,39
4770,-38
4771,-13
4772,22
4773,-35
4774,-31
4775,28
4776,-16
4777,-106
4778,-20
4779,96
4780,37
4781,22
4782,112
4783,9
4784,-36
4785,16
4786,39
4787,-19
4788,-11
4789,76
4790,52
4791,-32
4792,43
4793,40
4794,-49
4795,-25
4796,63
4797,-30
4798,-34
4799,65
4800,-14
4801,-82
4802,10
4803,13
4804,-69
4805,-18
4806,44
4807,-42
4808,50
4809,118
4810,22
4811,-32
4812,87
4813,22
4814,-4
4815,50
4816,9
4817,-36
4818,47
4819,108
4820,-21
4821,-5
4822,117
4823,-9
4824,-80
4825,-16
4826,5
4827,-75
4828,-103
4829,10
4830,72
4831,35
4832,46
4833,30
4834,11
4835,10
4836,31
4837,18
4838,-27
4839,24
4840,0
4841,-66
4842,-17
4843,38
4844,20
4845,-5
4846,41
4847,41
4848,-11
4849,48
4850,14
4851,-84
4852,-22
4853,-69
4854,-72
4855,-85
4856,19
4857,46
4858,23
4859,41
4860,-2
4861,-47
4862,30
4863,26
4864,-49
4865,-1
4866,-4
4867,-3
4868,-79
4869,10
4870,35
4871,-30
4872,39
4873,-10
4874,-54
4875,-100
4876,-62
4877,-65
4878,-48
4879,44
4880,53
4881,-8
4882,33
4883,37
4884,16
4885,-47
4886,16
4887,-2
4888,-102
4889,-26
4890,-32
4891,-44
4892,-33
4893,-16
4894,-1
4895,-13
4896,8
4897,14
4898,27
4899,24
4900,-12
4901,-24
4902,-51
4903,-131
4904,-105
4905,-59
4906,-5
4907,55
4908,65
4909,67
4910,37
4911,2
4912,2
4913,-53
4914,-5
4915,-27
4916,-42
4917,-19
4918,-11
4919,-6
4920,16
4921,-6
4922,11
4923,-8
4924,-69
4925,-40
4926,-59
4927,-45
4928,-7
4929,0
4930,38
4931,13
4932,12
4933,-9
4934,9
4935,2
4936,6
4937,-4
4938,-8
4939,10
4940,-12
4941,-35
4942,-47
4943,-40
4944,-10
4945,-50
4946,-2
4947,-21
4948,3
4949,-11
4950,26
4951,11
4952,-58
4953,-69
4954,-75
4955,-43
4956,-1
4957,22
4958,43
4959,-14
4960,-30
4961,-19
4962,6
4963,-9
4964,17
4965,-15
4966,-43
4967,-51
4968,-37
4969,-37
4970,-38
4971,-36
4972,-23
4973,-48
4974,-51
4975,-43
4976,-10
4977,-9
4978,42
4979,36
4980,67
4981,18
4982,-46
4983,-7
4984,-34
4985,3
4986,7
4987,-30
4988,-45
4989,-28
4990,-36
4991,-56
4992,-28
4993,-5
4994,-1
4995,19
4996,-22
4997,45
4998,-44
4999,-38
5000,-29
5001,-29
5002,-62
5003,-57
5004,-32
5005,-9
5006,-14
5007,49
5008,32
5009,16
5010,-13
5011,23
5012,20
5013,-10
5014,-16
5015,-9
5016,-54
5017,-66
5018,-21
5019,-6
5020,-22
5021,-20
5022,-10
5023,-56
5024,-33
5025,-65
5026,-18
5027,-4
5028,18
5029,53
5030,65
5031,-3
5032,0
5033,-31
5034,-17
5035,-94
5036,-56
5037,-37
5038,-31
5039,-11
5040,-21
5041,-15
5042,-24
5043,-24
5044,-17
5045,-27
5046,-14
5047,9
5048,0
5049,-24
5050,-10
5051,-6
5052,-26
5053,-66
5054,-49
5055,-9
5056,26
5057,6
5058,22
5059,-39
5060,-16
5061,-29
5062,-68
5063,-2
5064,-24
5065,-47
5066,-13
5067,-26
5068,-2
5069,-25
5070,-19
5071,-6
5072,-25
5073,-52
5074,-49
5075,-35
5076,-27
5077,21
5078,40
5079,49
5080,-36
5081,-14
5082,9
5083,5
5084,8
5085,-6
5086,-82
5087,-23
5088,43
5089,-67
5090,-70
5091,-43
5092,-68
5093,-76
5094,-72
5095,-19
5096,-67
5097,-11
5098,-22
5099,-88
5100,-80
5101,-43
5102,-11
5103,-159
5104,-62
5105,-5
5106,-25
5107,-30
5108,10
5109,-2
5110,-97
5111,-20
5112,10
5113,-90
5114,-17
5115,0
5116,-95
5117,-48
5118,9
5119,-53
5120,-56
5121,-14
5122,-58
5123,-78
5124,-69
5125,0
5126,-87
5127,6
5128,91
5129,18
5130,-23
5131,25
5132,-65
5133,-38
5134,20
5135,26
5136,-26
5137,-6
5138,-20
5139,-72
5140,17
5141,7
5142,-126
5143,-15
5144,65
5145,-52
5146,-11
5147,38
5148,-53
5149,-40
5150,-3
5151,-56
5152,-78
5153,-23
5154,-13
5155,-62
5156,28
5157,15
5158,-114
5159,-9
5160,19
5161,-97
5162,-12
5163,2
5164,-101
5165,-59
5166,45
5167,-94
5168,-152
5169,26
5170,-20
5171,-28
5172,-31
5173,-49
5174,-100
5175,-44
5176,33
5177,-26
5178,33
5179,65
5180,-23
5181,-33
5182,38
5183,-16
5184,-10
5185,25
5186,0
5187,-54
5188,63
5189,51
5190,-56
5191,11
5192,47
5193,-89
5194,6
5195,61
5196,-58
5197,-20
5198,11
5199,-97
5200,-88
5201,11
5202,-86
5203,-90
5204,18
5205,-16
5206,-35
5207,9
5208,21
5209,-63
5210,-1
5211,13
5212,-136
5213,8
5214,45
5215,9
5216,-19
5217,86
5218,35
5219,-42
5220,48
5221,16
5222,-28
5223,-5
5224,32
5225,-49
5226,-15
5227,173
5228,35
5229,40
5230,83
5231,1
5232,-8
5233,107
5234,14
5235,-18
5236,41
5237,20
5238,-42
5239,51
5240,60
5241,-28
5242,34
5243,80
5244,33
5245,57
5246,75
5247,-28
5248,-19
5249,14
5250,-33
5251,-61
5252,13
5253,-5
5254,-24
5255,44
5256,53
5257,-154
5258,-43
5259,77
5260,-54
5261,9
5262,67
5263,23
5264,0
5265,78
5266,11
5267,3
5268,92
5269,10
5270,-63
5271,27
5272,-13
5273,-110
5274,-5
5275,46
5276,-3
5277,103
5278,104
5279,-11
5280,47
5281,72
5282,23
5283,-22
5284,43
5285,54
5286,-69
5287,-5
5288,41
5289,-29
5290,6
5291,64
5292,20
5293,93
5294,80
5295,42
5296,23
5297,42
5298,-6
5299,-44
5300,-30
5301,-70
5302,-83
5303,91
5304,123
5305,88
5306,120
5307,63
5308,-6
5309,31
5310,58
5311,24
5312,-34
5313,42
5314,20
5315,-54
5316,56
5317,96
5318,-2
5319,96
5320,72
5321,-14
5322,-8
5323,-16
5324,-2
5325,10
5326,78
5327,116
5328,19
5329,81
5330,100
5331,71
5332,13
5333,104
5334,45
5335,1
5336,18
5337,12
5338,41
5339,49
5340,49
5341,20
5342,50
5343,22
5344,-11
5345,53
5346,-28
5347,15
5348,8
5349,31
5350,-24
5351,-26
5352,38
5353,60
5354,87
5355,83
5356,92
5357,54
5358,15
5359,24
5360,25
5361,7
5362,-18
5363,4
5364,22
5365,13
5366,74
5367,102
5368,45
5369,65
5370,13
5371,-18
5372,-25
5373,-8
5374,46
5375,39
5376,86
5377,78
5378,38
5379,33
5380,38
5381,32
5382,52
5383,66
5384,26
5385,23
5386,28
5387,43
5388,5
5389,-97
5390,-5
